iyear,country_txt,city,latitude,longitude,summary,attacktype1_txt,targtype1_txt,gname,nkill,nwound
1998,Burundi,Nabubu,-3.152796,29.376912,"08/12/1998: Unknown perpetrators killed eight people and wounded five in an attack against a center for displaced people in Nabubu, Burundi. The perpetrators burnt down some houses and looted others.",Armed Assault,Private Citizens & Property,Unknown,8,5
1998,Russia,Between Chmi and Verchni Lars,43.04513,44.287097,"08/14/1998: Four North Ossetian policemen were killed and four wounded when they were ambushed by 10 unknown perpetrators on the ""Georgian Military Road"" between Chmi and Verchni Lars in North Ossetia, Russia. The perpetrators fired automatic guns and grenade throwers at the policemen.",Armed Assault,Police,Unknown,4,4
1998,United Kingdom,Omagh,54.600305,-7.298402,"08/15/1998: A car bomb exploded in in the center of Omagh, Northern Ireland, killing 29 people and wounding 220 others. The Real Irish Republican Army (RIRA) claimed responsibility for the attack.",Bombing/Explosion,Private Citizens & Property,Real Irish Republican Army (RIRA),29,220
1998,Algeria,El Khemis,36.350833,1.682222,"08/20/1998: Thirteen people were killed and thirty-nine injured when a bomb exploded in a square in El Khemis, Algiers. No one claimed responsibility for the attack.",Bombing/Explosion,Private Citizens & Property,Unknown,13,39
1998,Burundi,Cugaro,-3.114453,30.039372,"08/23/1998: Unknown perpetrators killed seven passengers and injured another five after attacking a country bus in Cugaro, Burundi.",Armed Assault,Transportation,Unknown,7,5
1998,Algeria,Algiers,36.763763,3.055413,"08/31/1998: A bomb packed with nails and hidden in a television set exploded near a popular marketplace in the Bab-el-Oued neighborhood, Algiers, Algeria, killing at least 17 people and injuring about 60. No one claimed responsibility for the attack.",Bombing/Explosion,Private Citizens & Property,Unknown,17,60
1998,Russia,Makhachkala,42.98542,47.450668,"09/05/1998: A car bomb caused an explosion that killed at least 17 people and injured dozens in Makhachkala, Republic of Dagestan, Russia. No group claimed responsibility for the attack.",Bombing/Explosion,Private Citizens & Property,Unknown,17,80
1998,Algeria,Tiaret,35.37849,1.32569,"09/18/1998: Suspected Islamic militants detonated a bomb which killed 22 people and devastated a market in northern Algeria. Thirty people were wounded in the blast in Tiaret, and no group claimed responsibility for the attack.",Bombing/Explosion,Private Citizens & Property,Unknown,22,30
1998,Afghanistan,Kabul,34.516895,69.147011,09/20/1998: At least eight people were killed and 30 injured in Afghanistan in a rocket attack on Kabul by the forces of opposition leader Ahmed Shah Masood.,Bombing/Explosion,Private Citizens & Property,Unknown,8,30
1998,Algeria,El Khemis,36.350833,1.682222,"09/27/1998: A bomb attack was carried out in El Khemis (120 km west of Algiers), Algeria, targeting a school and leaving six dead. There were no reported injuries; most of the pupils had already left the school when the blast occurred. No group claimed responsibility for the attack, however Islamic militants were suspected in the attack.",Bombing/Explosion,Educational Institution,Unknown,6,15
1998,Algeria,Ouled Ben Abdelkader,36.025833,1.276389,"10/07/1998: Suspected Islamic extremists killed seven people and wounded five other who were riding in a bus and stopped at a false check point on Kerkada road near the town of Ouled Ben Abdelkader in the Ouarsenis mountains, Algeria. The bus sustained minor damage.",Unknown,Transportation,Unknown,11,5
1998,Sierra Leone,Kukuna,9.141738,-12.66474,"10/07/1998: Suspected rebels of the Revolutionary United Front (RUF) attacked civilians in the city of Kukuna, Sierra Leone. The rebels killed 28 civilians, cut off the limbs of seven others, and burned down some 60 homes. Witnesses stated that an unknown number of soldiers from the Nigerian-led intervention force Economic Community of West African States Monitoring Group (ECOMOG) had also been killed in repelling the attack.",Bombing/Explosion,Private Citizens & Property,Revolutionary United Front (RUF),28,7
1998,India,Dantewada District,18.9,81.35,"10/08/1998: Sixteen policemen were killed and fourteen injured from a land mine that exploded in Dantewada District, India. Following blast, suspected Naxalites ambushed the vehicle. No further information was provided on this attack.",Bombing/Explosion,Police,Naxalites,16,14
1998,India,Sonitpor district,26.678779,92.857672,"10/10/1998: The National Democratic Front of Bodoland (NDFB) was suspected for using firearms to attack residents of Sonitpur, India. The attack killed five people and injured five others.",Armed Assault,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),5,5
1998,Algeria,Azazga,36.74704,4.370063,"10/11/1998: A bomb detonated in a vehicle carrying seven people, including three municipal guards, in Akkal Azzegagh, Algeria. All passengers were killed and the vehicle was destroyed. Unidentified armed assailants, who were hiding along the road at the time of the explosion, began firing shots, which injured eight other people. No group or individual claimed credit for this attack, but Islamists were suspected.",Bombing/Explosion,Police,Unknown,7,8
1998,Senegal,Ziguinchor,12.583333,-16.266667,"10/12/1998: Four people were killed and four wounded when members of the Casamance Movement of Democratic Forces (MFDC) attacked a bus on a road about 50 km east of Ziguinchor, Senegal. No further information was provided on this incident.",Armed Assault,Transportation,Movement of Democratic Forces of Casamance,4,4
1998,India,Gelnel,25.209087,93.817886,"10/16/1998: Suspected Kuki militants attacked two passenger buses, escorted by Manipur Rifles personnel, near Genel, India. Nine Naga villagers were killed and ten others injured. The buses sustained minor damage.",Armed Assault,Transportation,Unknown,9,10
1998,Colombia,Segovia,7.08071,-74.70101,"10/18/1998: An oil pipeline was attacked in Segovia, Colombia, causing oil to spill into nearby Machuca village. A fire erupted in the village, killing 48 people and injuring 100. The National Liberation Army (NLA) claimed responsibility for the attack.",Bombing/Explosion,Utilities,National Liberation Army of Colombia (ELN),48,100
1998,Burundi,Gihanga,-3.193543,29.306158,"10/18/1998: Thirteen people were killed and 17 wounded during an attack by suspected Hutu Rebels in Gihanga, Burundi. No further information was provided on this incident.",Armed Assault,Private Citizens & Property,Hutu extremists,13,17
1998,Burundi,Kanyosha,-3.403703,29.40827,"10/28/1998: Thirty-six people were killed and 20 wounded in an attack in Kanyosha, south of Bujumbura, Burundi. Forces Nationales de LibÈration (FLN - National Liberation Forces) were suspected of the attack.",Armed Assault,Private Citizens & Property,Party for the Liberation of the Hutu People (PALIPEHUTU),36,20
1998,Sri Lanka,Mullaitivu,9.267091,80.814248,"10/30/1998: Elite suicide cadres of the Liberation Tigers of Tamil Eelam (LTTE) blasted their fiberglass-boat against a Dvora-class navy gunboat off the coast of Mullaitivu, Sri Lanka, killing 10 crewmen. Two other gunboats were damaged, seriously wounding eight crew members.",Bombing/Explosion,Military,Liberation Tigers of Tamil Eelam (LTTE),10,8
1998,Angola,Quimussandi,-7.609102,15.050873,"11/03/1998: Suspected National Union for the Total Independence of Angola (UNITA) rebels killed eight Angolan soldiers, wounded four and captured two others in an attack near Quimussandi, located on a strategic road linking the airbase of Negage to Luanda, in Uige Province, Angola. Two vehicles were also destroyed in the attack.",Armed Assault,Military,National Union for the Total Independence of Angola (UNITA),8,4
1998,Angola,Unknown,-11.200347,13.841625,"11/05/1998: National Union for the Total Independence of Angola (UNITA) members attacked two cars in Cuanza Sul Province, Angola. Five people were killed and four injured in the attack.",Armed Assault,Private Citizens & Property,Unknown,5,4
1998,India,Patacharkuchi,26.51313,91.257351,"11/07/1998: Six people were killed and 24 were injured in a grenade attack and the subsequent crossfire between police and militants in Patacharkuchi, India. The Bodo Liberation Tigers (BLT) was suspected of the attack.",Armed Assault,Police,Bodo Liberation Tigers (BLT),6,24
1998,Angola,Unknown,-8.41825,20.738492,"11/07/1998: Suspected National Union for the Total Independence of Angola (UNITA) troops attacked a diamond mine in Lunda Norte Province, Angola. Twenty-four people were killed, including one South African, two Britons, and 21 Angolans. Another seven Angolans were wounded, and 13 foreigners (South African, British, and Portuguese citizens), along with 21 Angolans disappeared. Four vehicles were also destroyed and the attackers looted the warehouses located at the mine.",Facility/Infrastructure Attack,Business,National Union for the Total Independence of Angola (UNITA),24,7
1998,Angola,Lucapa,-8.41825,20.738492,"11/08/1998: Suspected National Union for the Total Independence of Angola (UNITA) forces attacked the Yetwene mining project in Lucapa, Angola. During the attack six technicians were killed, four expatriates went missing, and 16 people were wounded. UNITA also destroyed six vehicles, and plundered all the supplies.",Armed Assault,Business,National Union for the Total Independence of Angola (UNITA),6,16
1998,Sierra Leone,Samaya,9.350089,-11.706829,"11/09/1998: Ninety-six people were killed by suspected Revolutionary United Front (RUF) and Armed Forces Revolutionary Council (AFRC) members in Samaya, Sierra Leone. Twelve others were injured in the attack.",Unarmed Assault,Private Citizens & Property,Revolutionary United Front (RUF),96,12
1998,Turkey,Kizilsu,37.454041,42.204366,"11/10/1998: Suspected separatist militants killed six village guards and wounded seven others in an ambush on the outskirts of Gabar Mountain in the Kizilsu region of Sirnak Province, Turkey.",Armed Assault,Police,Unknown,6,7
1998,Burundi,Nyanza-Lac,-4.342097,29.599754,"11/22/1998: Five people were killed and ten wounded in a rebel ambush in Nyanza-Lac, Makamba Province, Burundi. The ambush was mounted against a minibus, whose passengers included an armed officer. That officer killed one of the attackers. Hutu rebels were suspected of this attack.",Unknown,Transportation,Hutu extremists,6,10
1998,India,Sriguhphara,33.816087,75.213843,"11/24/1998: A land mine blew up two patrol jeeps of an anti-terrorist outfit in Sriguhphara, Kashmir, India. Six policemen were killed and four were seriously wounded. The perpetrators of this incident were unknown.",Bombing/Explosion,Police,Unknown,6,4
1998,Turkey,Kirikkale,39.839784,33.508878,"11/27/1998: A bomb exploded on a bus near Kirikkale, Turkey. The explosion killed four passengers and injured 20 others. The bomb was placed in the luggage department of the bus. There was no claim of responsibility for this attack..",Bombing/Explosion,Transportation,Unknown,4,20
1998,Uganda,Wii-Anaka,2.569081,31.770401,"11/27/1998: Suspected Lord's Resistance Army rebels ambushed a motor vehicle convoy in Wii-Anaka, Uganda, killing seven people. Twenty-eight other were injured and six were abducted. Four rebels were also killed in the attack.",Armed Assault,Private Citizens & Property,Lord's Resistance Army (LRA),11,28
1998,Colombia,Puerto Asis,0.49765,-76.49768,"11/28/1998: The Fuerzas Armadas Revolucionarias de Colombia (FARC) was suspected of detonating a roadside bomb in in Puerto Asis, Colombia, destroying a police vehicle, killing six policemen and wounding four others.",Bombing/Explosion,Police,Revolutionary Armed Forces of Colombia (FARC),6,4
1998,Algeria,Khemis Miliana,36.262832,2.218016,"12/3/1998: A bomb exploded near a market in Khemis Miliana, Ain Defla province, Algeria.  At least 14 people were killed and 24 were wounded in the explosion.  No group claimed responsibility for the incident.",Bombing/Explosion,Private Citizens & Property,Muslim Rebels,14,24
1998,Sri Lanka,Oddusudan,9.151898,80.64934,"12/06/1998: A Sri Lankan minister narrowly escaped a mortar bomb attack by suspected members of the Liberation Tigers of Tamil Eelam (LTTE) in Oddusudan, Sri Lanka. The attack killed four troopers and wounded forty others.",Bombing/Explosion,Government (General),Liberation Tigers of Tamil Eelam (LTTE),4,40
1998,India,New Delhi,28.585836,77.153336,"12/18/1998: Seven people were killed and forty-seven injured from a car bomb explosion aimed at killing the Chief Minister, Prafulla Kumar Mahant, in New Delhi, India. No group or individual claimed credit for this attack. Two of the perpetrators who were in the car died from the explosion.",Assassination,Government (General),Unknown,7,47
1999,Philippines,Jolo,6.050458,121.012245,"01/02/1999: Suspected Abu Sayyaf Group (ASG) rebels threw grenades into a crowd that was watching fireman put out a fire in Jolo, Philippines. The attack resulted in at least 10 dead and 70 wounded. Police suspected the attack was motivated by the recent death of ASG leader, Abdurajak Abubakar Janjalani, who was killed December 18, 1998.",Bombing/Explosion,Private Citizens & Property,Abu Sayyaf Group (ASG),10,74
1999,Pakistan,Karamdad Qureshi,30.390635,71.003269,"01/04/1999: Four gunmen drove into a Shi'ite Islamic mosque compound in Karam Dad Qureshi, Pakistan, where they shot and killed Shia/Shi'ite worshipers completing their morning prayers. Seventeen people were killed and twenty-five people injured, several of them seriously. Authorities believed that Lashkar-e Jhangvi was responsible for the attack.",Armed Assault,Religious Figures/Institutions,Lashkar-e-Jhangvi,17,25
1999,Pakistan,Karamdad Qureshi,30.390635,71.003269,01/05/1999: Unknown gunmen killed 19 people and injured 25 others in an attack on a Mosque in the village of Karamdad in the Punjab province of Pakistan.,Armed Assault,Religious Figures/Institutions,Unknown,19,25
1999,Angola,Unknown,-12.5985,13.408499,"01/19/1999: National Union for the Total Independence of Angola (UNITA) rebels attacked a convoy of ten civilian cars traveling from Luanda on the Canjala-Culango highway in the province of Benguela, along the southwestern coastline of Angola. The attack left 13 people dead and 12 seriously injured.",Armed Assault,Private Citizens & Property,National Union for the Total Independence of Angola (UNITA),13,12
1999,Somalia,Mogadishu,2.059819,45.326115,"01/20/1999: Five people were killed and six were injured when gunmen attacked a bus at the north Mogadishu Sana bus station in Somalia. Among those killed was a wealthy businessman, Mohamed Hassab Ali. The attackers were members of Matan Abdulle, an Abgaal sub-clan.",Armed Assault,Transportation,Matan Abdulle,5,6
1999,India,Narayanpur,19.760181,78.705045,02/11/1999: Eleven civilians were killed and five wounded when 100 heavily-armed Ranvir Sena members attacked Narayanpur villagers who were suspected of harboring Maoist guerrillas (Naxalites). The outlawed Indian landowners' militia threatened more attacks on Maoist sympathizers if Naxalites continued their own campaign of terror.,Armed Assault,Private Citizens & Property,Ranbir Sena,11,5
1999,Bangladesh,Khulna,22.845641,89.540328,"02/16/1999: Five Jatiyo Samajtrantik Dal (JSD) members, including prominent leader Kazi Aref Ahmed, were killed and at least 20 more wounded when 15 armed extremists wearing masks opened fire on a party rally in front of Kalidaspur Primary School in Daulatpur Thana, Bangladesh. The assailants were not identified in reports, but officials stated that such attacks were an attempt to destabilize the country and/or to target and intimidate JSD leaders.",Armed Assault,Government (General),Unknown,6,20
